0.00597984	0.0321306	0	0.0346004	0.0210384	0.0361293	0.0236838	0.00252597	0.000167906	0.0161008	0.0322694	0.00270209	0.000781459	0.00205856	0.00265756	0.0115182	0.000206769	0.0151139	0.00096921	0.00641015	
0.00256391	0.00588244	0.00107069	0.00677909	0.0334585	0.015211	0.0192471	0.0395054	0.0156659	0.00233451	0.00381405	0	0.0246973	0	0.0270263	0.00832997	0.0147171	0	0.0163565	0.0201841	
0.00598336	0.0376071	0	0.00643703	0.00909166	0.0182624	0	0	0.00385954	0.0296703	0.0175741	0.00161941	0.0121731	0.00219796	0.049889	0.0211437	0.00454315	0.0294369	0.000417562	0.0310166	
0.0194913	0.0125938	0.00325391	0	0.0137493	0.00864638	0	0.00513869	0.023563	0.00302466	0	0.0142984	0	0.0480224	0.00232084	0.0293973	0.0218596	0.00753326	0.0477853	0.0033776	
0.00782854	0	0.071632	0.0214164	0	0.00284971	0	0.00337134	0	0	0.00486845	0.00104053	0.021853	0.0232735	0	0.00168551	0	0	0	0.0456793	
0.00196565	0.00611034	0	0.0088503	0.017613	0.00482083	0.0143793	0	0.00911346	0.0335026	0.00787985	0.00089459	0.044387	0.00466335	0.0399961	0.0220754	0.0022908	0	0.00832129	0.0224281	
0.00105036	0.00341171	0.0165213	0.0296504	0.0390968	0.00156964	0.0347234	0	0.00660071	0.0189333	0.0169247	0	0.0213768	0	0.0168625	0	0	0.007362	0.0107608	0.00450957	
0	0.0100394	0.00104051	0.0341382	0.0406234	0.0163593	0.0279504	0	0	0.00921902	0.0224154	0.00429743	0.00334783	0	0	0.00286861	0.00426486	0.0330122	0	0.023102	
0	0.00241553	0	0.0451464	0.00613013	0.0455976	0	0.0289138	0.00604912	0	0.00830291	0	0.026125	0	0.0074041	0.0161411	0	0.00665593	0.00204753	0.0157446	
0	0.00297177	0	0	0.0289692	0	0.000655976	0	0	0.00105159	0	0.00592101	0.0089781	0.0662745	0.00990148	0.0733031	0.0351769	0	0	0	
0.00544804	0.0162871	0	0.00428368	0.0107378	0.0152877	0.0357306	0.0442998	0.0175432	0	0.00747101	0	0.0139999	0.00172242	0.0139709	0.0126113	0.00661024	0	0.000167558	0.0377469	
0	0.0214688	0	0.000117732	0	0.0292551	0.0332077	0.0041086	0	0.01366	0.0141585	0.00167169	0.0200996	0	0.0238825	0.00661507	0.00230744	0.0443986	0	0.00616721	
0.00294839	0.0298638	0	0	0.00706449	0.0172377	0.0133562	0	0.0103508	0.0308421	0.0323174	0.00159248	0.0154254	0.00546373	0.0103557	0.0172032	0.00302107	0.0305777	0.00185279	0.021116	
0	0.0181162	0.00170226	0.000604481	0.0140672	0.000170535	0	0	0.040322	0.00270279	0	0.0370558	0.0200904	0.0178945	0.0196328	0.0356573	0.0257706	0	0.0295275	0.00835035	
0	0.0244785	0	0.0582911	0.0272474	0.00440081	0.0137353	0.000317809	0.00697431	0	0.013249	0.00356655	0.0511577	0.00152623	0.0174383	0.000316824	0	0.00172892	0	0.00320429	
0.00576308	0	0	0	0.0251126	0.0332509	0.0251087	0	0	0.0208152	0.0176014	0.00190989	0.0484503	0.00250809	0.00885521	0.0273553	0	0	0	0	
0	0.0233135	0.00530015	0	0.00104239	0.00454162	0.000877713	0.00600475	0.0379431	0	0.00294785	0.0219652	0	0.0413911	0	0.0207523	0.0429697	0	0.0375209	0.0127228	
0.00528465	0.0298374	0.00312892	0.00861597	0.0156225	0.0301888	0.00365836	0.000141887	0.0168057	0.0446824	0.0368256	0	0.00699847	0.00289042	0.0283634	0.0134621	0.00264374	0.00580481	0	0.00377152	
0.000147638	0.031287	0.00426865	0.0187016	0.0167573	0.0238329	0.0029048	0.0327644	0.00991601	0.0221175	0.00512169	0	0.0177695	0.00132306	0.0211581	0.0102058	0.00350303	0.00118333	0.0137802	0.0267602	
0.0118441	0	0	0	0.0303886	0.0098578	0.0256204	0.0541416	0	0.000827251	0.00646469	0	0.0324873	0.00252348	0.0138723	0	0	0.00670157	0.00586125	0	
0	0.0359205	0.00408892	0.000390134	0.0216827	0.0136039	0.0175747	0.044747	0.00405423	0.00358417	0.0126282	0	0.0259356	0	0.0156096	0.0241662	0.00531107	0	0.00989929	0.0073745	
0.00170728	0.00496015	0	0	0.00659217	0.0377386	0.0187526	0.0103369	0.00114139	0.0291349	0.0131901	0.00462425	0.0376225	0.00513004	0.0149238	0	0	0.00815522	0	0.000273141	
0.00364404	0.0215425	0	0	0.0106314	0.027601	0.000996872	0.00020432	0.0327079	0	0.0183592	0.0782567	0.00530645	0.00518524	0.00412968	0.00649533	0.0057537	0.00443914	0	0.00473183	
0.0102563	0.017136	0.00259338	0	0.0089839	0.0248006	0.0132557	0.0433573	0.0257883	0.00655598	0.00461117	0	0.0326855	0	0.00277944	0.00938836	0	0	0.0133749	0.01501	
0	0.00903424	0.000217401	0.0104036	0.0195827	0.0528465	0.0289934	0.000554527	0	0	0.00773418	0.000945053	0.0204457	0.00118751	0.0283914	0	0.00216746	0.034032	0	0	
0	0.0107778	0	0.00769631	0.0154394	0.0140962	0.0467838	0.000813894	0.00671839	0.0040106	0.0156562	0.00143852	0.0140603	0	0.0368295	0	0	0.0363769	0.00681804	0.0151349	
0.00835781	0.0165864	0.00376277	0.0053362	0.0176396	0.00288648	0.017874	0.00224221	0.0286818	0.00362874	0.0157025	0	0	0.0429875	0.00921443	0.0110195	0.0379599	0.0134607	0.0207048	0.00640951	
0.00565664	0.0206962	0	0	0.0316744	0	0.0282288	0.0037225	0	0.0156259	0	0.00222968	0.0483244	0.00151493	0.0272376	0.000543361	0.00838244	0.0313134	0	0.00421348	
0	0.00569149	0	0	0.0233764	0	0.0364894	0	0.0171556	0.0204044	0.00617252	0.00143905	0.00916024	0.000689887	0.0269877	0.0813361	0	0.0158245	0	0.0207363	
0.0106653	0.018067	0.00424722	0	0.0315629	0	0.00785107	0.000329564	0	0.00162551	0	0	0.00386055	0.0436649	0.0211095	0.0486074	0.0844457	0.00209053	0	0.00293416	
0.00597226	0	0	0.0241093	0	0	0.0333017	0.00389179	0.00364251	0.00379216	0.0551257	0	0.0206625	0.00855319	0	0.00822756	0	0.0195865	0.00194291	0.0256768	
0.00911891	0.00196846	0	0	0.0206297	0.037336	0.0142328	0.0573803	0.0034942	0	0	0	0.0248712	0.00420072	0.00111687	0	0	0.00618249	0	0	
0.00718327	0.0125779	0.00211279	0.000282183	0	0.00601384	0.0154767	0	0.0349527	0	0.00724701	0.0328414	0.000242971	0.0287202	0.025995	0.00677171	0.0183081	0.00816318	0.0419789	0.000716329	
0.0057083	0.0300038	0	0.0229199	0.00388458	0	0	0.00300441	0.0274475	0.031681	0	0.00235043	0.0257848	0.00268093	0.0315208	0.0210618	0.00236706	0.00699129	0	0.023572	
0.00629372	0.00182399	0	0	0	0	0.00474943	0	0.0105214	0.00500934	0	0.0333138	0.0135297	0.0367083	0	0.0372576	0.0344365	0	0.0504848	0.0111348	
0	0	0.000288471	0.000838875	0.0308406	0.0104694	0.0266304	0.000667153	0.0302991	0.0348176	0.0201999	0	0.0417552	0	0.0224223	0	0.00692489	0	0	0.00857804	
0.014062	0.0084892	0.00256629	0	0.0156059	0.00314525	0.0123805	0	0.0589606	0	0	0.0571485	0.00620028	0.0233349	0.000937143	0	0.00113818	0	0.0134605	0.00605494	
0	0	0	0.00124038	0	0.00205475	0.00310283	0.000511518	0.00958241	0	0.0200137	0.00587636	0.00450017	0.0613788	0	0.0448652	0.0648669	0.000608128	0.0238364	0.0110175	
0.00583899	0.0162395	0.000546161	0.00449919	0.0344342	0	0.0345698	0.00122525	0	0.0176835	0.0149178	0	0.0320739	0.00260033	0.0172588	0.00935862	0.00097895	0.0350808	0	0.0111666	
