0	0	10.2189	0	9.39479	6.14534	18.8481	15.9258	0	0	0	0	0	14.1504	18.903	18.6563	0	0	9.47918	0	
0	0	0	0	3.09864	0	0	0.91319	0	0	0	4.7583	0	0	0	0	0.0440337	0	0	0	
3.02032	0.72899	0	0	7.48306	0.720322	1.24488	3.97069	0.600196	0	0.0909983	0.97258	0.414023	0	0	2.24073	0.0607851	3.09888	0	0.14488	
2.78073	0.555152	0.474546	0	1.84484	0	0.688208	4.01261	0.798368	0	0.894792	0.410769	2.63045	0	1.72025	0.643382	0.317311	0	0.274393	0.344539	
0.564117	2.09477	0	0	1.73951	0	0.726982	2.2593	1.29156	0.296711	0	1.15276	0	0	0.12996	0.867787	1.42715	0	0.700479	0.867799	
0	0	1.59369	1.15128	5.49409	0	0.209176	9.19054	2.14001	2.12418	4.58367	1.17994	3.02533	7.17073	0	5.47022	3.33918	3.36334	5.34271	0.206161	
0	0.322832	0	0	0.804494	0	0.627306	1.09748	1.08001	0	0	0	0	0.479634	0.983071	0.86825	0.785974	1.14285	1.56274	0	
4.20171	1.04839	4.40586	0	5.76601	0	0.760902	3.10185	0	0.894113	0.624954	4.13972	0	2.18998	0	6.73291	1.75227	7.81705	5.11655	0.904746	
0	4.36629	4.63683	2.19562	2.92096	10.134	6.15932	5.01625	5.63007	0	3.43825	0	1.3484	4.69577	0	7.25827	5.89877	4.00294	0	1.99427	
0.215775	0.404219	0	0	5.78656	0	0.151323	0.587453	2.92961	0	0.663825	1.62153	0	0	0	0	0	0.765986	0.144861	1.45661	
0	0	0.443968	0.0112274	0.0422516	0	0.57277	0	0.863672	0	0	0	1.7173	0.249601	0	0	0	0	0.589917	0	
0	0	0.270021	0	0.772751	0	0	0	0.445919	0	0	0.364305	0	0	0.432357	0	0	0.827325	0.211183	0.142651	
0	0	0.981866	0	1.5554	0.165175	1.97727	0.294055	0.713914	0.882726	0.602061	0	2.8045	0	0.236687	0.373898	0	0	0.756712	0	
0.222843	0	1.0984	0	0.932112	0	4.7757	0.359202	0.348794	0	0	0	0	0	0	1.90409	0.461072	0.0598261	0	0.455423	
0	0	4.16216	1.30461	0.793795	0	4.99404	3.61583	1.93142	0	0.0802175	1.38398	1.63127	0	0	2.72064	0.467411	0	1.3111	0	
0.823259	0	4.72486	0.39621	2.87543	2.76859	2.63276	2.83385	0	0.255218	2.51131	0	3.29987	0.932223	0.664332	3.0403	3.02616	0.532081	3.06574	1.31095	
0.0994225	0.134708	0.348324	0	0	0.461457	0.233572	0.108734	0	0.472914	0	0.603877	0	0	0	0.571051	0	0.788512	0	0	
0.571848	0	4.75093	0	4.09918	1.45645	7.69643	9.04758	2.68741	1.80652	0	3.68929	0	1.64721	1.39247	2.83361	0.709179	0	0	2.8356	
0	0.17144	0	0.86794	2.42674	7.59262	6.90492	4.83912	3.47909	2.29163	0	0	0.223967	1.12398	0	2.26665	3.58695	1.07915	2.76364	2.43582	
0.463178	0	0.0802	0.00278056	0	0.326582	0	0.487297	0.863395	0	0	0.0264049	0	0.00260338	0	0.603375	0	0.728144	0	0	
0	0	0	0	0.872024	0.0237044	0.577248	1.23609	0.798296	0.234004	1.04097	0	0	0	0.193492	0.747046	1.12051	0	0	0.157405	
0.147347	0	0.525677	0.018072	2.37514	0.522173	0.970393	1.21487	0.316326	0.0214587	0	0	1.61101	0	0.461231	0.262494	0	0	0	0.376433	
0	0.336827	0.152584	0	0.917054	0.215849	0.218676	0	0	0.23955	0.115113	0.14114	0	0.747897	0	0	0.669506	0	0.37301	0.422302	
0	0	0.261524	0	2.6976	1.66235	1.56584	0.502018	0.8645	0	0.744983	0	0.407601	0	0.238409	0.856332	1.18224	0.283756	0	0	
1.11554	0	1.83121	0	2.27055	0	2.44349	2.04476	0.044907	0.204842	1.49167	1.7562	0.495098	0.452299	0	1.65748	0.403304	1.05814	0.616313	0.257073	
0	14.8332	8.86234	0	7.59058	21.0729	0.168565	0	0	13.9026	7.35063	13.8937	8.03937	0	0	20.6949	18.8572	21.4709	13.0837	34.7716	
0	0	0	0	0.523785	0.972971	0.0369871	2.07278	0	0	0	6.50685	0	0	0	0	0	2.04847	0	0	
0.431498	0	0.331639	0	0	0	0.230705	0	0.347464	0	0.162438	0	1.08329	0	0.042464	0	0.290165	0	0	0	
0.750806	0.596054	0.285295	0	0.972757	0	0.350485	0.390334	0	0	0	0	0	0.232404	0	0.319928	0	0	0.442544	0.260813	
1.60701	0.249655	0.217288	5.27437	0.488415	0	0.554966	1.69386	0	1.98182	0.236516	1.02186	0	0	0.227614	1.90113	0.796394	0	0.913888	0.919082	
0	0.781271	0.434362	0	1.00916	0.692795	3.5202	1.57863	0.0734396	0.8359	0.230636	0	0	0	0.35279	4.52474	0	0.0301313	0	0	
0	3.14913	6.53807	5.80262	8.31771	3.24906	7.81263	16.8574	5.58076	3.587	4.27841	1.74075	0.598042	4.76573	3.29403	8.28971	0.193653	0.781611	5.88605	11.0079	
